BRAND,VERTICAL,WEBSITE,AD_LIBRARY_URL,ACTIVE_ADS_COUNT,AD_SCALE_EVIDENCE,LANDING_PAGE_TYPE,PRODUCTS_OFFERED,HERO_FORMULATION,GENERIC_OR_COMPOUNDED,PRICING_AS_LISTED,EFFECTIVE_PRICE_PER_MONTH,INTRO_OR_TRIAL_OFFER,DISCOUNTS_AND_BUMPS,GUARANTEE,CONSULT_FEE,PRIMARY_ANGLE,CTA_WORDING,CRO_ELEMENTS,FUNNEL_MODEL,SUBSCRIPTION_STRUCTURE,COMPANY_SCALE,VERDICT_NOTES,SOURCE_AND_DATE
STRIDE,Toe fungus / onychomycosis,getmystride.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=STRIDE&search_type=keyword_unordered,UNVERIFIED,"UNVERIFIED at brand level - the keyword 'STRIDE' is too generic to isolate this advertiser in the Ad Library. STRIDE did not appear among visible advertisers on any of the 'toenail fungus' (~2,100), 'nail fungus' (~8,500) or 'toe fungus prescription' (~2,800) sweeps on 2026-08-14, consistent with an SEO/content-led rather than paid-social strategy.",Long-form content/product site,STRIDE DUO (oral + topical); Oral Only; Topical Only,STRIDE DUO = pulse-dosed terbinafine (with fluconazole option) + STRIDE Clearnail Renewal compounded topical. Oral Only = FDA-approved terbinafine (Lamisil) or fluconazole (Diflucan).,Both - generic oral + compounded topical,STRIDE DUO from $210 / 3 months ($1.43/day); Oral Only from $129 / 3 months; Topical Only from $195 / 3 months,$70 (DUO) / $43 (oral only) / $65 (topical only),None found,None found on the public pages,Money-back guarantee referenced site-wide; exact terms sit behind /terms-of-services and were not read. Treat scope as UNVERIFIED.,Not stated (UNVERIFIED),Oral + topical combination therapy beats topical alone; claims:89% clinical success rate with combination therapy,'BUY NOW'; 'Get Treated'; 'Start Your Treatment Today',Repeated 89% efficacy stat; per-day price framing ($1.43/day); free delivery callout,Content/product page -> consult -> Rx -> ship,One-time purchase per 3-month treatment cycle,"No pharmacy or telehealth partner disclosed on the page (contrast with Vuret, which names all three vendors)","The only competitor attacking with ORAL therapy, and the cheapest per month in the category at $43-70. Not buying paid social, so not a near-term traffic threat - but the claims:89% success rate is their whole pitch and it sits above what the published onychomycosis literature supports for topicals, so it is an attackable claim rather than a moat.",https://getmystride.com + Meta Ad Library sweeps 2026-08-14
Vuret (Vurét),Toe fungus / onychomycosis,getvuret.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Vuret&search_type=keyword_unordered,~58 (measured 2026-08-14),"Meta Ad Library keyword 'Vuret' returned ~58 active US results; page 'Vurét' accounted for 16 of the visible cards, plus affiliate-style pages 'Health better day' (6) and 'Daily Health' (2). Checked 2026-08-14. | agent-reported: ~58 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Vuret&search_type=keyword_unordered&media_type=all",Brand site -> external quiz funnel (quiz.getclarivia.com) -> CheckoutChamp checkout (start.getvuret.com),Vuret Original; Vuret 2.0,Vuret Original = Itraconazole 1% + Terbinafine 1% + DMSO. Vuret 2.0 = Efinaconazole 10% + Ciclopirox olamine 8%.,"Compounded (503A licensed pharmacy, per site)","Quiz funnel ladder: 'Try One' 30-Day Supply $99 (orig $109); 'Most Popular' 90-Day Supply $79/mo, total $237 (orig $327, save $90); 'Best Value' 180-Day Supply $69/mo, total $414 (orig $654, save $240)",$99 / $79 / $69,No separate trial. Doctor Consultation listed at $199.00 struck to FREE; Ongoing Medical Support listed $99/mo struck to FREE,"4 checkout order bumps, each framed 'at 50% off' with anchor price: (1) 'Yes! Add 1-Year Medication Replacement Guarantee to my order at 50% off!' $7.95 (anchor $15.90); (2) 'Yes! Add Clinical Shipping Insurance to my order at 50% off!' $9.95 (anchor $19.90); (3) 'Yes! Add 12-Month Price Protection Plan to my order at 50% off!' $24.95 (anchor $49.90); (4) 'Yes! Add Medical Priority VIP Membership to my order at 50% off!' $49.95/Month (anchor $99.90) - RECURRING",'90 Day 100% Money-Back Guarantee ... Try it risk-free for 90 days ... we'll refund every penny. No questions asked.' Bullets: Full 90-day trial period / No questions asked / 100% refund if not satisfied / Cancel anytime,$0 (shown as $199.00 struck through to FREE at checkout),"Prescription-strength topical that penetrates the nail, without oral pills or liver risk; claims:realistic 9-12 month clearance timeline, claims:visible improvement within 3-6 months",'Start Your Consultation'; 'Qualify Now'; 'Begin Your Journey Today'; checkout button 'Complete Order',"Stat bar: 100% U.S. Licensed Physicians / 3K+ Satisfied Customers / 503A Licensed Pharmacy / 90-Day Money-Back Guarantee. LegitScript certified seal (ID 18553883). HIPAA Compliant badge. Trust row: HIPAA Compliant, Licensed Physicians, Discreet Shipping, Cancel Anytime. Named testimonials with age/location. 4 order bumps with 50%-off anchors and 'SPECIAL OFFER' flags.",Ad -> brand site -> 4-step quiz (severity image select) -> package select -> CheckoutChamp checkout -> async physician review -> drop-ship,Billed Monthly / Every 3 Months / Every 6 Months by tier; all tiers carry '12 Month Doctor Prescribed Refill'. FAQ states doctors typically prescribe a 12-month treatment plan. VIP Membership bump bills $49.95/month separately.,"claims:3,000+ satisfied customers. Vendor stack exposed publicly: ChemistryRX pharmacy (877-817-0843, 950 Henderson Blvd, Folcroft PA 19032); Beluga Health medical group (800-623-5842, 1321 Upland Dr Suite 18399, Houston TX 77043); MD Integrations (patient portal); CheckoutChamp checkout; Everflow affiliate tracking (aid 63).","PRIMARY RIP TARGET - full offer stack now verified at source, not inferred. Checkout campaign is literally named 'Vuret Main Campaign - Beluga'. Two live price ladders run in parallel (quiz funnel $99/$237/$414 vs Shopify $124/$296/$517) - they are testing price. NOTE FOR DILIGENCE: testimonial identities are reused inconsistently across the same checkout page (Linda K. appears as 'Age 52 - Texas' and 'Age 39 - Married 8 years'; Maria S. as 'Age 56 - California' and 'Age 47 - Married 18 years'), which is a fabricated-social-proof tell and an FTC exposure we must not copy.",https://getvuret.com + https://quiz.getclarivia.com/dosage + https://start.getvuret.com + Meta Ad Library 2026-08-14
Emuaid,Toe fungus / onychomycosis (OTC),emuaid.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Emuaid&search_type=keyword_unordered,~120 (measured 2026-08-14),~120 active US results on 2026-08-14; page 'Emuaid' accounted for 28 of the visible cards. Also surfaced organically in both the 'toenail fungus' and 'nail fungus' sweeps. | agent-reported: ~120 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Emuaid&search_type=keyword_unordered&media_type=all,Long-form advertorial,EMUAID / EMUAIDMAX topical ointments,,OTC homeopathic ointment. The site itself carries the required disclaimer: 'Homeopathic claims are not backed by scientific evidence - they are based only on theories of homeopathy from the 1700s that are not accepted by most modern medical experts.',EMUAIDMAX First Aid Ointment 2oz $63.90; EMUAID First Aid Ointment 2oz $52.90; EMUAID Therapeutic Moisture Bar 5oz $22.00; EMUAID Daily Essentials Skincare Bundle $119.00 on sale at $85.00,"$52.90-$63.90 per 2oz jar (duration of a jar not stated, so a true monthly figure is UNVERIFIED)",None found,Bundle discount ($119 to $85). No subscribe-and-save percentage shown on the pages fetched.,"claims:'We are so confident in the efficacy of EMUAID that we guarantee you'll experience less inflammation, less itching, and less pain within the first 24 hours of use.' Plus: 'If you don't experience noticeable relief, simply contact us for a full refund - no questions asked.'",n/a (no prescriber),Broad-spectrum 'works on everything' skin ointment with a 24-hour relief promise; heavy emoji-led direct-response creative (observed ad copy opened '(star) Experience remarkable improvement in...'),'Add to Cart'; 'Find Your Formula'; 'Get EMUAIDMAX',,Advertorial -> cart,,,"Highest single-brand active-ad concentration among OTC toe-fungus players we measured, at a $52.90-$63.90 price point that is roughly HALF Vuret's $99 entry - so it anchors buyers low before they ever see a prescription offer. Its 24-hour relief guarantee is also the most aggressive speed promise in the dataset, and it is a homeopathic product by its own admission, which is the credibility gap our licensed-prescriber positioning attacks.",https://www.emuaid.com + Meta Ad Library 2026-08-14
Kerasal,Toe fungus / onychomycosis (OTC),kerasal.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Kerasal&search_type=keyword_unordered,~380 (measured 2026-08-14),~380 active US results on 2026-08-14; page 'Kerasal' accounted for 8 visible cards. Notably 'Fungus Free Reset' also ran 4 cards against the Kerasal brand keyword - i.e. competitor conquesting. | agent-reported: ~380 | verified via https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Kerasal&search_type=keyword_unordered&media_type=all,Retail/DTC product page,"Kerasal Fungal Nail Renewal, 0.33 fl oz","Urea, lactic acid, propylene glycol (keratolytic - softens and debrides nail, no antifungal active)",OTC cosmetic nail renewal (does not claim to kill fungus),UNVERIFIED - no price displayed on the product page fetched (kerasal.com routes purchase through retail partners),,None,No subscribe-and-save shown,None stated on the product page,n/a (no prescriber),"Speed of visible improvement - claims:'This formula starts visibly improving nails in just 2 days. Fast results, no guesswork.'",'Buy Now',,Retail + DTC cart,,,"The retail incumbent most buyers have already failed with before they search for a prescription, which makes 'you already tried Kerasal' a legitimate, non-fabricated opening line. Strategically important: its actives are purely keratolytic - urea, lactic acid, propylene glycol - so it cosmetically improves nail APPEARANCE without treating the infection. That is a factual, defensible contrast against a compounded antifungal, and it also explains the 2-day claim we must not try to match.",https://www.kerasal.com/products/kerasal-fungal-nail-renewal + Meta Ad Library 2026-08-14
NONYX Fungal Nail Clarifying Gel,Toe fungus / onychomycosis (OTC),nonyxnailgel.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=NONYX&search_type=keyword_unordered,~18,"~18 active US results on 2026-08-14, of which the page 'NONYX Fungal Nail Clarifying Gel' accounted for 16 - an unusually pure brand term. NONYX also surfaced as a top advertiser on both broad sweeps: 3 cards on 'toenail fungus' and 6 on 'nail fungus'.",DTC/retail product page,NONYX Fungal Nail Clarifying Gel,,OTC,,,,,,,Clarifying keratin debris rather than claiming to kill fungus,,,Retail + DTC cart,,,"Small absolute budget but punches far above it on the generic sweeps, which suggests tightly-targeted buying. Pricing and guarantee UNVERIFIED in this pass.",Meta Ad Library 2026-08-14
Fungus Free Reset,Toe fungus / onychomycosis (supplement/advertorial),UNVERIFIED,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Fungus%20Free%20Reset&search_type=keyword_unordered,"~1,200","~1,200 active US results on 2026-08-14; the page itself accounted for 24 visible cards. It was ALSO the top advertiser on 'toe fungus prescription' (13 cards) and appeared on 'toenail fungus' (4) and against the Kerasal brand keyword (4). Related pages in the same cluster: Loosia (2), TryCalvris (2), Intertrigo Reset (1).",Long-form advertorial,Supplement/protocol positioned against nail fungus,,Supplement (non-Rx),,,,,,,Money-wasted / 'what podiatrists don't tell you' advertorial framing,,,Advertorial -> cart,,,"THE REAL VOLUME LEADER IN THIS CATEGORY - roughly 20x Vuret's active-ad count, and it conquests competitor brand terms. It is a supplement, so it cannot make prescription claims, which is exactly the wedge: we can say the one thing it legally cannot. Pricing and guarantee UNVERIFIED in this pass.",Meta Ad Library 2026-08-14
Nail Exodus,Toe fungus / onychomycosis (supplement/advertorial),UNVERIFIED - nailexodus.com does not resolve (DNS ENOTFOUND on 2026-08-14),https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Nail%20Exodus&search_type=keyword_unordered,~230,"~230 active US results on 2026-08-14, all 22 visible cards from the single page 'Nail Exodus'. Also appeared on the 'toenail fungus' (2 cards) and 'toe fungus prescription' (1 card) sweeps.",UNVERIFIED - landing domain not reachable from the brand name,,,UNVERIFIED (presumed non-Rx),,,,,,,UNVERIFIED,,,UNVERIFIED,,,"Real and sustained ad spend (~230 active) but no reachable public brand site under the obvious domain, which is the signature of a cloaked/affiliate advertorial operation. Flagged rather than guessed - everything except the ad data is UNVERIFIED.",Meta Ad Library 2026-08-14
Nuvira,Toe fungus / onychomycosis (supplement/advertorial),"UNVERIFIED - nuvira.com is a parked 'URL for sale' frameset, not the advertiser's site",https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Nuvira&search_type=keyword_unordered,~350,"~350 active US results on 2026-08-14, all 26 visible cards from the single page 'Nuvira'. Also appeared on both the 'toenail fungus' and 'nail fungus' sweeps.",UNVERIFIED,,,UNVERIFIED (presumed non-Rx),,,,,,,UNVERIFIED,,,UNVERIFIED,,,"Same pattern as Nail Exodus: meaningful spend, no discoverable brand home. nuvira.com resolves to a domain-for-sale parking frameset. Ad data is solid; everything else is deliberately left UNVERIFIED.",Meta Ad Library 2026-08-14 + https://nuvira.com
PeterMD (formerly Peter Uncaged MD),"TRT (injectable and oral), HCG, weight loss (GLP-1, B12+MIC), sexual function, hair loss, longevity, women's TRT",https://getpetermd.com (peteruncagedmd.com 302-redirects here),https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=petermd&search_type=keyword_unordered,82,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. The legacy name 'peter uncaged' returns ZERO ads while both 'petermd' and 'getpetermd' return 82 on 2026-08-14, confirming the rebrand is complete and that querying the old name would have wrongly shown this brand as inactive.","Instant-checkout ecommerce with a live cart, tiered plan pricing, strikethrough anchoring and a timed order-bump popup. Not a book-a-call model.","Men's TRT (injectable and oral/enclomiphene), HCG, GLP-1 weight loss, sexual function, hair loss, and a women's TRT line.","Injectable and oral TRT plus standalone HCG (one vial, 10,000 IU). Exact testosterone mg/mL NOT disclosed - UNVERIFIED.","UNVERIFIED - not explicitly stated, though 'U.S.-sourced medications' is claimed.","Men's TRT: 12-Month Plan $79/month (labelled Best Value, $948 total, against a stated 'Regular price: $1668', a claimed 43.17% saving); 6-Month Plan $109/month (Most Popular, $654 total); 1-Month Plan $139/month. Free shipping on all plans. HCG add-on $301 today versus $412 if added later.",$79-$139/mo depending on commitment length - a 43% spread between annual and monthly.,"No first-month teaser; commitment length is the discount mechanism. claims: 'Average Annual Cost - PeterMD: $948 / Our Competitors: $4,500+'.","A textbook exit-intent order bump, verbatim: 'Wait! Last Chance To Add HCG For Only $301 Today! ... This is the last time you'll see $301. One vial of HCG, 10,000 IU. Complete kit, physician monitoring, and discreet delivery included. $301 today. $412 if you add it later.' CTA: 'ADD HCG TO MY ORDER FOR ONLY $301.' Note this sells an adjacent protocol, not more of the same drug - a $301 attach on a $79/mo subscription.",UNVERIFIED - none found.,Not itemized - 'Unlimited provider access' is listed as an included feature rather than a separate charge.,"Scale and value - cheapest credible TRT, with a direct competitor cost comparison on-page.","'Add To Cart', 'Speak With Us', 'ADD HCG TO MY ORDER FOR ONLY $301'",Tiered plan-length discounting; 'Regular price' strikethrough anchoring; percentage-savings badges; Most Popular and Best Value flags; a timed order-bump popup with explicit price escalation; claims: 'The Largest Online Healthcare Clinic in North America'; claims: 'Trusted by 400K+ subscribers'.,Instant checkout -> intake -> provider review -> ship.,"Monthly subscription with 1, 6 and 12-month tiers; the annual plan is the heavily promoted default.",No funding or revenue disclosed - UNVERIFIED. claims: 400K+ subscribers; claims: largest online healthcare clinic in North America (unsourced).,"The best single order-bump script in the dataset, and it is worth copying almost verbatim in structure: name the exact price now, name the higher price later, state what is included, and put it at the moment of exit. Selling an ADJACENT protocol rather than more units is what makes it work - the customer is not being asked to reconsider the purchase they already decided on.",https://getpetermd.com/ ; https://getpetermd.com/mens-trt/ ; Meta Ad Library URL in column D - retrieved 2026-08-14
Joi + Blokes (formerly Blokes / Bluebird),"TRT (men), BHRT/hormones (women), peptides (sermorelin), NAD+, GLP-1 weight loss",https://joiandblokes.com (blokes.co 301-redirects here),https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=blokes&search_type=keyword_unordered,413 on 'blokes' (identical unordered and exact-phrase); 58 on the current brand string 'joiandblokes',"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. The 'joinbluebird' query returned 0 active ads, independently consistent with that brand no longer operating. The 58 figure on 'joiandblokes' is the cleanest brand-specific count; the 413 on 'blokes' includes unrelated advertisers.",Labs-first ecommerce funnel: promotional banner -> product page -> lab and clinician requirement -> address availability check -> instant checkout. Not a book-a-call model.,"Men's TRT, enclomiphene, women's BHRT, sermorelin peptide therapy, NAD+, GLP-1.",Testosterone concentration (mg/mL) is NOT disclosed on the pages crawled - UNVERIFIED.,"UNVERIFIED at the exact-wording level. Compounded is likely given the $99/mo all-in price point and category norms, but the site does not say so on the pages crawled - flagged rather than assumed.","Membership fee $0 and consultation fee $0. Lab panels: Complete Hormone Panel $149; Advanced Panel $399 (71 biomarkers). Medications monthly: men's TRT $99/mo, enclomiphene $99/mo, women's BHRT $59/mo, sermorelin $199/mo, NAD+ $150/mo, GLP-1 from $199/mo. Additional at-home blood draw, processing and shipping fees apply, with NY/NJ variations.","$99/mo for men's TRT plus $149-$399 of upfront labs, so roughly $211-$432 in month one and $99/mo thereafter, before draw/processing fees.",65% off diagnostic labs with code LABS65 for new customers - a deep discount on the diagnostic gate to pull people into the recurring medication subscription.,The lab panel tier itself ($149 vs $399) is the main upsell. No separate checkout bump captured.,UNVERIFIED - no guarantee terms found on the pages crawled.,"$0 stated - 'All prescription products require a medical consultation with a licensed provider' at no listed charge. Labs, not the consult, are the paid gate.","Accessible hormone optimization for both sexes under one roof, with labs as the credibility mechanism.","'Checkout', 'ADD', 'Continue', 'Check Address', 'Schedule a Consult', 'Shop Women', 'Shop Men', 'Get started'",Promotional lab discount banner; biomarker counts (71 markers) as a value signal; address-availability gating; men's and women's split navigation.,"Labs -> clinician review -> Rx -> ship, with instant checkout rather than a sales call.",Monthly medication subscription with $0 membership; labs purchased separately upfront and periodically thereafter.,"UNVERIFIED - no revenue, funding or patient-count figures found.","CORRECTION TO THE BRIEF: the 'Blokes for men, Bluebird for women' structure is out of date. blokes.co now redirects to joiandblokes.com, where Joi is the women's division, and joinbluebird.com is a GoDaddy parking page listed for sale at $4,950 - the brand is gone, which the zero ad count independently confirms. The model insight is that discounting labs 65% to acquire a $99/mo recurring medication subscriber is a loss-leader diagnostic play, and it only works because TRT clinically requires ongoing bloodwork that ED does not.","https://joiandblokes.com/ ; https://joiandblokes.com/product/prescription-medication/ ; https://blokes.co (301 redirect) ; https://joinbluebird.com (parked, for sale) ; Meta Ad Library URL in column D - retrieved 2026-08-14"
Maximus,"TRT, enclomiphene, weight loss (GLP-1/GIP), growth hormone peptides, oxytocin cream, PDE5/blood flow, hair growth, labs",https://www.maximustribe.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=maximus%20tribe&search_type=keyword_unordered,41,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count.","Full ecommerce product catalog with plan pricing shown directly on product pages, feeding an assessment quiz plus an at-home lab kit. Not a book-a-call gate.","Injectable Testosterone (flagship), enclomiphene, sermorelin, GLP-1s, oxytocin calming cream, PDE5s, hair growth, comprehensive labs (up to 146 markers) and a 10-marker at-home testosterone test.","Injectable testosterone delivered subcutaneously in a pharmaceutical-grade MCT oil carrier (positioned against competitors' seed/sesame/cottonseed/castor oil), 1-2 injections weekly. Exact mg/mL concentration NOT disclosed - UNVERIFIED.","Compounded, explicitly: 'Compounded medications are not approved or evaluated for safety, efficacy, or quality by the FDA.'",Injectable Testosterone: 1-Month Plan $199.99/mo; 3-Month Plan $149.99/mo (labelled MOST POPULAR); 6-Month Plan $99.99/mo (labelled BEST VALUE). 'Pricing varies by dosage and plan length. May vary slightly by state.' Klarna financing offered; free priority shipping. Lab panel prices not captured - UNVERIFIED.,$99.99-$199.99/mo depending on commitment length - a 2x spread between the 1-month and 6-month plans.,No first-month discount; the intro mechanism is commitment-length pricing rather than a teaser rate.,No discrete checkout bump captured. The plan-length ladder is the primary conversion lever.,UNVERIFIED - none found on the crawled pages.,Not itemized - bundled into the subscription ('licensed doctor finalizes your prescription... message them 24/7').,"Clinical sophistication and protocol quality - MCT oil carrier, patents, published research, measurable testosterone gains.","'Start assessment', 'Start my assessment', 'Get Started', 'Member Login'","claims: 'Join 50,000+ men'; claims: 'clients saw a mean increase of up to 2x in total testosterone' from internal clinical data; claims: '7 research publications, 3 USA patents granted'; cited academic reference for low-T prevalence; LegitScript-certified pharmacies; HSA/FSA eligible; 'Not just telehealth - we're telehealthcare'.","Assessment quiz -> at-home lab test -> doctor finalizes prescription -> ship, with ongoing dose optimization.","Monthly subscription with 1, 3 and 6-month commitment tiers; longer commitment halves the effective monthly price.","Raised $15M in total venture financing including a Series A announced 2022-08-10, led by Keith Rabois at Founders Fund, with 8VC, Abstract Ventures, 10X Capital, Unshackled Ventures, OneVC and Gaingels. One secondary source states the Series A tranche specifically was $10M of the $15M total. Revenue UNVERIFIED. claims: 50,000+ members.","The cleanest commitment-ladder pricing in the sheet: $199.99 for one month against $99.99 on six months makes the long commitment feel like a 50% discount rather than a lock-in, and it front-loads cash and crushes churn. For a compounded brand facing high CAC, this is the single most directly transferable pricing structure here. The MCT oil carrier is also a lesson in manufacturing differentiation from an otherwise commodity molecule.",https://www.maximustribe.com/pricing ; https://www.maximustribe.com/testosterone/Injectable-TRT ; https://www.businesswire.com/news/home/20220810005177/en/Maximus-Raises-$15M-to-Optimize-Mens-Health-Hormones-Using-Cutting-Edge-Medicine ; Meta Ad Library URL in column D - retrieved 2026-08-14
Prime Body,"TRT/hormone replacement (primary), ED/sexual enhancement, weight loss",https://primebody.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=prime%20body&search_type=keyword_unordered,21 (exact-phrase); 10696 on the unordered keyword search,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count. The unordered figure of 10,696 is almost entirely noise from unrelated ads containing 'prime' and 'body'. The exact-phrase query returned 21 on 2026-08-14. Real ad scale here is very small - use 21, not 10,696.","Direct ecommerce checkout page with the medical questionnaire, account creation and payment all on one URL - a simpler architecture than Rex MD's multi-step advertorial.","Sildenafil, Tadalafil, 'Superman' (a rebranded sildenafil SKU), plus TRT and weight-loss lines.",mg strengths are NOT itemized on the checkout pages - UNVERIFIED. Products described by indication only.,"Generic, explicitly 'generic for Viagra' and 'generic form of the brand Cialis'. Not compounded, not brand-name.","FULL LADDER, identical on the sildenafil and tadalafil pages. Subscribe & Save: 18 pills $15.66, 12 pills $14.28, 6 pills $9.54 (3-month subscription minimum). One-Time Purchase: 18 pills $24.66, 12 pills $23.28, 6 pills $18.54. 'Superman' from $1.07 per pill.","Per-pill on subscription: $0.87 (18-pack), $1.19 (12-pack), $1.59 (6-pack). One-time: $1.37, $1.94, $3.09. The one-time tier costs 57-94% more per pill, a deliberate subscription-steering gap. These are the lowest verified per-dose prices in the dataset.","No intro-then-rebill ladder on the ED SKUs - the subscribe vs one-time prices are the standing prices. A sitewide banner offers a '$400 credit to your future TRT costs' with a '6 month obligatory engagement', which applies to the TRT line.","The notable tactic is a fee presentation, not a bump: the checkout Cart Breakdown shows 'Tax $0.00 / Handling $5.00 / Prescription $35.00 [struck through] FREE / Shipping $10.00'. A $35 prescription fee is displayed at full price then waived as a perceived concession, while $5 handling and $10 shipping ARE charged despite shipping being marketed as free elsewhere. On a $9.54 six-pack, those two fees are 157% of the product price.",None found - UNVERIFIED.,"$35 prescription fee listed then waived to FREE as a promotional device. Effectively $0, but presented as a $35 saving.","Lowest per-pill price, with TRT as the higher-ticket back end.","'Get Started', 'Next', 'Previous', 'Login', 'Checkout'","'Sildenafil by Primebody vs Others' comparison graphic; claims: 'helps 70-85% of men achieve and maintain an erection'; 'As Seen In: GQ, Forbes, Entrepreneur'. NOTABLY THIN social proof - no star rating, no review count, no testimonials, no timer, no sticky CTA, unlike every other DR brand here. Unusually broad card acceptance (UnionPay, Hipercard, troy) suggesting an international processing setup.",Direct checkout with embedded medical questionnaire -> Rx -> ship.,Subscribe & Save requires a 3-month minimum; one-time purchase available at a large per-pill premium.,"UNVERIFIED. No revenue, funding or customer data found. Listed office hours (Mon-Thu 10-5, Fri 10-2) suggest a small operation, though that is an inference rather than a verified fact.","Two tactics worth stealing and one worth avoiding. Steal the subscribe-versus-one-time spread - charging 57-94% more per pill for one-time purchase drives subscription take-up harder than any discount banner. Steal the waived-prescription-fee device, which manufactures a $35 concession at zero cost. Avoid their fee structure: charging $15 in handling and shipping on a $9.54 order while advertising free shipping elsewhere is the kind of detail that generates chargebacks and complaints.",https://primebody.com ; https://primebody.com/viagra-cialis-checkout/sildenafil ; https://primebody.com/viagra-cialis-checkout/tadalafil ; Meta Ad Library URL in column D - retrieved 2026-08-14
Marek Health,"TRT/HRT, hair loss, weight loss, sexual health, cognition, sleep, performance, heart health, fertility",https://marekhealth.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=marek%20health&search_type=keyword_unordered,101,"Retrieved via Apify actor apify/facebook-ads-scraper (onlyTotal mode) on 2026-08-14; direct HTTP to facebook.com/ads/library returns 403 and headless crawls return only the JS shell. CAVEAT: keyword_unordered counts every advertiser whose ad text matches the term, including affiliates, so it is an upper bound on the brand's own ads, not a clean brand count.","Coaching-first, book-a-call funnel rather than instant checkout. Ends in a discovery scheduling form.","'Guided Optimization' - a coaching plus labs plus provider package, not a flat medication subscription. Testosterone injections and topical testosterone cream are the delivery options.",Injections ('our preferred route... allows for highly-personalized dosing and steady hormone levels') and topical cream. No mg/mL disclosed - UNVERIFIED.,UNVERIFIED - no compounded-versus-brand disclosure found on the pages crawled.,"Intake/assessment fee $299. Lab panel minimum purchase $450, verbatim: 'Unlock exclusive discounted pricing on advanced lab testing - minimum $450 lab panel purchase required.' Monthly medication price, follow-up lab fees and ongoing coaching fees are NOT published anywhere - UNVERIFIED.",CANNOT BE CALCULATED from public pages - UNVERIFIED. What is certain is that at least $749 is collected before any medication ships ($299 intake + $450 minimum labs).,None found - no intro discount published.,"UNVERIFIED - pricing is consult-gated, so any upsell structure sits behind the discovery call.",UNVERIFIED. A Cancellation & Refund Policy page exists but its terms were not retrieved.,The $299 intake fee functions as the combined assessment and coaching charge and includes a 25-minute provider consultation; it is separate from the $450+ lab minimum.,"Expertise and personalization, anchored on founder credibility rather than price.","'Start your journey', 'Start treatment online', 'Start your transformation', 'Book a free call'","claims: '50,000+ Marek Health clients transformed'; cited low-testosterone prevalence stats; podcast/press logo strip (Joe Rogan Experience, Jordan Peterson, Impact Theory, Modern Wisdom); LegitScript approved; founder credibility via Derek ('MPMD'), host of the MPMD podcast.",Book a call -> health coach assessment -> lab analysis -> 25-minute provider consult -> meds shipped from Marek's own pharmacies -> ongoing monthly coach check-ins and follow-up labs.,Not a flat subscription - an ongoing coaching relationship with recurring labs. Terms not published.,"No funding or revenue disclosed. Co-founded by Derek ('MPMD'). claims: 50,000+ clients.","The highest-ticket structure documented here and a deliberate refusal to publish a price. It works because the buyer arrives through founder trust (a podcast audience) rather than a price comparison, which is the opposite of a paid-ads compounded-Rx launch. Relevant as the ceiling of what this market will pay, not as a model to copy without an equivalent owned audience.",https://marekhealth.com ; https://marekhealth.com/testosterone ; Meta Ad Library URL in column D - retrieved 2026-08-14
